belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,collection_id,collection_name,collection_poster_path,production_companies_names,production_countries_names,release_year,return
"{'id': 10919, 'name': 'The Omen Collection', 'poster_path': '/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg', 'backdrop_path': '/97vU4Y2bBmoJ3Mwi3uOAL8ahdUC.jpg'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10768,en,"Damien Thorn (Sam Neill) has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to England, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",7.798615,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-03-20,20471382.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The power of evil is no longer in the hands of a child.,Omen III: The Final Conflict,5.5,132.0,10919.0,The Omen Collection,/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg,Twentieth Century Fox Film Corporation,"United Kingdom, United States of America",1981,0.0
"{'id': 91663, 'name': 'Airplane Collection', 'poster_path': '/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg', 'backdrop_path': '/w7bNIqVMZaaWf1LnMIZ1HywXbP8.jpg'}",3500000.0,"[{'id': 35, 'name': 'Comedy'}]",813,en,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",13.063203,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-07-02,83453539.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1104.0,91663.0,Airplane Collection,/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg,Paramount Pictures,United States of America,1980,23.843868285714287
"{'id': 91663, 'name': 'Airplane Collection', 'poster_path': '/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg', 'backdrop_path': '/w7bNIqVMZaaWf1LnMIZ1HywXbP8.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",2665,en,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",7.181664,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-12-10,27150534.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For the ride of your life... All you need for Christmas are your two front seats!,Airplane II: The Sequel,6.0,276.0,91663.0,Airplane Collection,/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg,Paramount Pictures,United States of America,1982,0.0
"{'id': 180854, 'name': 'Problem Child Collection', 'poster_path': '/aIWRqX5mJ9RPKox8sguNutPCiX8.jpg', 'backdrop_path': '/3qrIGlVQTi7Aps9IUm9vAep9C2W.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",11077,en,"Ben Healy (John Ritter) and his social climbing wife Flo adopt Junior a fun-loving seven year old. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares. But is he really just a little angel trying to get out? Find out in this hilarious satire on modern-day family life.",5.722116,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-07-27,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Attila the Hun. Ivan the Terrible. Al Capone. They were all seven once.,Problem Child,5.5,152.0,180854.0,Problem Child Collection,/aIWRqX5mJ9RPKox8sguNutPCiX8.jpg,"Imagine Entertainment, Universal Pictures",United States of America,1990,0.0
"{'id': 201873, 'name': 'A Christmas Story Collection', 'poster_path': '/qjHPRBBiluOwJZp7AcMtrs0dNPr.jpg', 'backdrop_path': '/sDJLWSHdsORRGMEii0SWvm7DMwN.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",850,en,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",7.337907,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Christmas Tree Films', 'id': 10757}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1983-11-18,19294144.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,352.0,201873.0,A Christmas Story Collection,/qjHPRBBiluOwJZp7AcMtrs0dNPr.jpg,"Metro-Goldwyn-Mayer (MGM), Christmas Tree Films","United States of America, Canada",1983,0.0
"{'id': 10713, 'name': 'Universal Soldier Collection', 'poster_path': '/vz9ym8LnmyvEAm4ms9PH8JUmUuQ.jpg', 'backdrop_path': '/bonZuSo9YE7LFHEFE8oLD3qv32o.jpg'}",45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10366,en,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",7.805145,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Baumgarten-Prophet Entertainment', 'id': 12968}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-08-05,10667893.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare to become obsolete,Universal Soldier: The Return,4.2,138.0,10713.0,Universal Soldier Collection,/vz9ym8LnmyvEAm4ms9PH8JUmUuQ.jpg,"TriStar Pictures, Baumgarten-Prophet Entertainment",United States of America,1999,0.2370642888888889
"{'id': 10713, 'name': 'Universal Soldier Collection', 'poster_path': '/vz9ym8LnmyvEAm4ms9PH8JUmUuQ.jpg', 'backdrop_path': '/bonZuSo9YE7LFHEFE8oLD3qv32o.jpg'}",23000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]",9349,en,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",8.035769,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'StudioCanal', 'id': 694}, {'name': 'IndieProd Company Productions', 'id': 959}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-07-10,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The future has a bad attitude.,Universal Soldier,5.8,382.0,10713.0,Universal Soldier Collection,/vz9ym8LnmyvEAm4ms9PH8JUmUuQ.jpg,"Centropolis Entertainment, TriStar Pictures, StudioCanal, IndieProd Company Productions, Carolco Pictures",United States of America,1992,0.0
"{'id': 98168, 'name': 'Fright Night Collection', 'poster_path': '/4u9zOuYFwfks3ZO2FvgduYnjUi2.jpg', 'backdrop_path': '/qFkOju5f8h7SayY33Zm8A1dl943.jpg'}",9000000.0,"[{'id': 27, 'name': 'Horror'}]",11797,en,"Nobody believes teenager Charley Brewster (William Ragsdale) when he discovers that his suave new neighbor, Jerry Dandrige (Chris Sarandon), is a vampire. So when the bloodsucker starts stalking Charley, he turns to has-been actor Peter Vincent (Roddy McDowall), famed for portraying a ghoul hunter. Unfortunately for the would-be vampire slayers, Dandrige has set his sights on Charley's girlfriend (Amanda Bearse) in this clever spoof of the horror genre.",7.472509,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Delphi IV Productions', 'id': 7401}, {'name': 'Vistar Films', 'id': 7402}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-08-02,24922237.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are some very good reasons to be afraid of the dark.,Fright Night,6.9,279.0,98168.0,Fright Night Collection,/4u9zOuYFwfks3ZO2FvgduYnjUi2.jpg,"Columbia Pictures, Delphi IV Productions, Vistar Films",United States of America,1985,2.7691374444444445
"{'id': 98168, 'name': 'Fright Night Collection', 'poster_path': '/4u9zOuYFwfks3ZO2FvgduYnjUi2.jpg', 'backdrop_path': '/qFkOju5f8h7SayY33Zm8A1dl943.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",18086,en,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!",5.777858,"[{'name': 'Vista Organization', 'id': 4535}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-04-07,2983784.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome back...,Fright Night Part 2,6.4,81.0,98168.0,Fright Night Collection,/4u9zOuYFwfks3ZO2FvgduYnjUi2.jpg,Vista Organization,United States of America,1988,0.0
"{'id': 146136, 'name': 'Armour of God Collection', 'poster_path': '/amUwRtyJEiYyGPlbOFJBqAnM5mk.jpg', 'backdrop_path': '/rXGl1WJINCV2yFOikNBqYvdyeAn.jpg'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10975,cn,Agent Jackie is hired to find WWII Nazi gold hidden in the Sahara desert. He teams up with three bungling women (the 3 stooges?) who are all connected in some way. However a team of mercenries have ideas on the ownership of the gold. A battle / chase ensues as to who gets there first. Lots of choregraphed Kung-Fu and quirky Chan humor.,12.276235,"[{'name': 'Golden Harvest Company', 'id': 2521}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1991-02-07,0.0,106.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,"On his most dangerous mission ever, the world's toughest secret agent isn't going in alone.",Armour of God II: Operation Condor,7.0,109.0,146136.0,Armour of God Collection,/amUwRtyJEiYyGPlbOFJBqAnM5mk.jpg,Golden Harvest Company,Hong Kong,1991,0.0
"{'id': 146136, 'name': 'Armour of God Collection', 'poster_path': '/amUwRtyJEiYyGPlbOFJBqAnM5mk.jpg', 'backdrop_path': '/rXGl1WJINCV2yFOikNBqYvdyeAn.jpg'}",15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10974,cn,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades.",7.278549,"[{'name': 'Jadran Film', 'id': 168}, {'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Golden Way Films Ltd.', 'id': 3054}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'HR', 'name': 'Croatia'}]",1986-08-16,0.0,88.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Jackie Chan in his greatest adventure ever!,Armour of God,6.8,111.0,146136.0,Armour of God Collection,/amUwRtyJEiYyGPlbOFJBqAnM5mk.jpg,"Jadran Film, Golden Harvest Company, Golden Way Films Ltd.","Hong Kong, Croatia",1986,0.0
"{'id': 47770, 'name': 'Phantasm Collection', 'poster_path': '/xqgAkKmQRrk0UaIbWMak4RRSQm7.jpg', 'backdrop_path': '/bu33EKctcBJvN5KHR780lWQkyJd.jpg'}",300000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",9638,en,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",6.609336,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'New Breed Productions', 'id': 22540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-03-28,11988469.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If this one doesn’t scare you, you’re already dead.",Phantasm,6.5,166.0,47770.0,Phantasm Collection,/xqgAkKmQRrk0UaIbWMak4RRSQm7.jpg,"AVCO Embassy Pictures, New Breed Productions",United States of America,1979,39.96156333333333
"{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10576,en,"Years of treatment at a mental institution for the criminally insane, Norman Bates still can't quite elude the demands of ""Mother."" Vera Miles also returns as the inquisitive woman who is haunted by her sister's brutal murder and the ominous motel where it all occurred.",6.370495,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Oak', 'id': 16838}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-06-03,34725000.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It's 22 years later, and Norman Bates is finally coming home.",Psycho II,6.0,128.0,119674.0,Psycho Collection,/29pDqAgmb4idzWzuZncoT7LZplA.jpg,"Universal Pictures, Oak",United States of America,1983,6.945
"{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",12662,en,"Norman Bates is still running his little motel, and he has kept the dressed skeleton he calls mother. One of his guests is a young girl who has left the convent where she lived. To get some help he employs a young man. One day a nosey journalist comes to see him to ask questions about his past.",6.345885,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-06-27,14481606.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Norman Bates is back to normal. But Mother's off her rocker again!,Psycho III,5.4,79.0,119674.0,Psycho Collection,/29pDqAgmb4idzWzuZncoT7LZplA.jpg,Universal Pictures,United States of America,1986,0.0
"{'id': 12203, 'name': 'Drunken Master Collection', 'poster_path': '/4YKqOyFW1IP4jyX1vy5BooM0dU.jpg', 'backdrop_path': '/iu1fYfR5qu1m37ugZFHG9qVpIeV.jpg'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11230,cn,"Jackie Chan stars as Wong Fei-Hung, whose mischievous antics land him in hot water. Having tolerated enough of his son's mishaps, Fei-Hung's dad enlists his sadistic uncle, who specializes in drunken-style kung fu, to teach the lad some discipline. This Hong Kong martial-arts comedy helped establish the slapstick fighting style that would become Chan's trademark.",7.404755,"[{'name': 'Seasonal Film Corporation', 'id': 13433}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1978-10-05,0.0,111.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,The Original Kung Fu Comedy!,Drunken Master,7.2,178.0,12203.0,Drunken Master Collection,/4YKqOyFW1IP4jyX1vy5BooM0dU.jpg,Seasonal Film Corporation,Hong Kong,1978,0.0
"{'id': 124492, 'name': 'The Dirty Dozen Collection', 'poster_path': '/xCLD1Pul4d6iJJdFf3el7PfMpLc.jpg', 'backdrop_path': '/z5Wj3wkksrRjyjhZ2flr00gSjTR.jpg'}",5400000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1654,en,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",15.640007,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'MKH', 'id': 79298}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-06-15,45300000.0,150.0,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Train them! Excite them! Arm them!...Then turn them loose on the Nazis!,The Dirty Dozen,7.5,309.0,124492.0,The Dirty Dozen Collection,/xCLD1Pul4d6iJJdFf3el7PfMpLc.jpg,"Metro-Goldwyn-Mayer (MGM), Seven Arts Pictures, MKH","United Kingdom, United States of America",1967,8.38888888888889
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",2500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",658,en,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",13.78884,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-09-17,124881062.0,110.0,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Everything he touches turns into excitement!,Goldfinger,7.2,1005.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"United Artists, Eon Productions, Danjaq","United Kingdom, United States of America",1964,49.9524248
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",657,en,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",12.536729,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1963-10-11,78898765.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,773.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"United Artists, Eon Productions, Danjaq",United Kingdom,1963,39.4493825
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",950000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646,en,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",19.931606,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1962-10-04,59600000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,953.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,"United Artists, Eon Productions",United Kingdom,1962,62.73684210526316
"{'id': 59586, 'name': 'The Blue Lagoon collection', 'poster_path': '/A4U11Zhp5KjiKOrghNlqNlmrbhw.jpg', 'backdrop_path': '/m8LAOuIhlCBr6dWdtVF2C2ioMrc.jpg'}",4500000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5689,en,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",11.578578,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-07-05,58853106.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A sensuous story of natural love.,The Blue Lagoon,5.8,422.0,59586.0,The Blue Lagoon collection,/A4U11Zhp5KjiKOrghNlqNlmrbhw.jpg,Columbia Pictures Corporation,United States of America,1980,13.078468
"{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}",200000.0,"[{'id': 37, 'name': 'Western'}]",391,it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",12.429704,"[{'name': 'United Artists', 'id': 60}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Jolly Film', 'id': 10481}, {'name': 'Ocean Films', 'id': 19498}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1964-09-12,14500000.0,99.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"In his own way he is perhaps, the most dangerous man who ever lived!",A Fistful of Dollars,7.6,909.0,48317.0,The Man With No Name Collection,/lzUZptOL6iQqulMvhB2jfT5GepD.jpg,"United Artists, Constantin Film Produktion, Jolly Film, Ocean Films","Italy, Germany, Spain",1964,72.5
"{'id': 9888, 'name': 'Home Alone Collection', 'poster_path': '/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg', 'backdrop_path': '/cYS2aWxECESUN2OS3JiLrKMmOko.jpg'}",18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",772,en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",13.293722,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-11-19,358991681.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2459.0,9888.0,Home Alone Collection,/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg,"Twentieth Century Fox Film Corporation, Hughes Entertainment",United States of America,1992,19.943982277777778
"{'id': 89188, 'name': 'Harry Palmer Collection', 'poster_path': '/5ahb9zZaEqW4BqBoG2mKZNP1pXO.jpg', 'backdrop_path': '/zOeny02J2PgaZLSydAUDfHPVRVu.jpg'}",0.0,"[{'id': 53, 'name': 'Thriller'}]",15247,en,"This espionage thriller represents a landmark in spy movies introducing the sly, dry intelligence agent Harry Palmer. The story, centers on Palmer's investigation into British Intelligence security. He's soon enmeshed in a world of double-dealing, kidnap and murder and finds a traitor is operating at the heart of the secret service. Will the mysterious 'Ipcress File' reveal who the traitor is?",7.336578,"[{'name': 'The Rank Organisation', 'id': 364}, {'name': 'Lowndes Productions Limited', 'id': 1802}, {'name': 'Steven S.A.', 'id': 14376}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1965-03-18,0.0,109.0,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The spy story of the century.,The Ipcress File,6.8,84.0,89188.0,Harry Palmer Collection,/5ahb9zZaEqW4BqBoG2mKZNP1pXO.jpg,"The Rank Organisation, Lowndes Productions Limited, Steven S.A.",United Kingdom,1965,0.0
"{'id': 391047, 'name': 'On Any Sunday Collection', 'poster_path': '/lyFw74vS95xGUq44yPbmGIgP8Xo.jpg', 'backdrop_path': '/bkjRchI1uUTXgkFiKVrGhtdLsQk.jpg'}",0.0,"[{'id': 99, 'name': 'Documentary'}]",29251,en,"Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right.",0.934156,"[{'name': 'Monterey Films', 'id': 2403}, {'name': 'Bruce Brown Films', 'id': 13723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-07-28,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Take a trip at 265 mph,On Any Sunday,6.9,7.0,391047.0,On Any Sunday Collection,/lyFw74vS95xGUq44yPbmGIgP8Xo.jpg,"Monterey Films, Bruce Brown Films",United States of America,1971,0.0
